name,surname,birthday,university,,,,,,,,,,,,,,,,,,,,,,
Elyse,Figueroa,1993-10-09,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Jagger,Bowers,1993-08-11,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Luciano,Lowery,1993-01-06,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Laura,Copeland,1992-06-14,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Addilyn,Davis,1997-06-23,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Annabelle,Bennett,1994-09-02,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Abigail,Bullock,1996-12-22,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Bridger,Chandler,1998-04-09,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Iris,Waller,1992-11-19,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Haiden,Jenkins,1992-07-31,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Hanna,Page,1992-02-22,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Kasen,Sellers,1995-05-31,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Triston,Berry,1997-08-16,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Helena,Livingston,1995-05-02,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Alaya,Mcmahon,1997-08-21,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Sasha,Herrera,1996-06-26,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Cherish,Abbott,1993-04-01,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Zachary,Wilkinson,1993-02-18,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Rebecca,Sosa,1995-04-22,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Aryana,Thornton,1998-10-19,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Beatrice,Leon,1998-02-26,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Channing,Alvarez,1997-07-24,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Raina,Gray,1992-08-11,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Isabel,Clemons,1993-07-11,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Ansley,Mckay,1995-01-22,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Natalie,Hewitt,1998-06-28,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Drew,Shields,1997-11-02,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Pamela,Allison,1998-05-23,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Steven,Farley,1998-11-14,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Maxx,Buck,1993-02-18,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Gabrielle,Cobb,1993-09-25,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Jeffrey,Dodson,1998-11-25,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Bianca,Owens,1992-05-09,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Quinton,Webster,1995-05-14,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Emiliano,Holder,1998-04-12,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Ean,Barnett,1994-06-14,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
William,Wall,1996-10-25,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Jade,Fletcher,1997-04-29,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Izabella,Terrell,1993-04-09,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Fiona,Reilly,1993-06-20,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Brinley,Buckley,1994-08-15,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Ethen,Russo,1995-06-03,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Aurora,Douglas,1996-03-12,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Quinten,Ware,1992-05-25,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
June,Mckenzie,1996-04-01,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Alexander,Chavez,1997-02-07,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Gunnar,Fuller,1996-01-18,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Jordyn,Dennis,1993-03-14,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Itzel,Ewing,1994-05-31,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Colten,Shaffer,1993-10-28,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Cohen,Avila,1997-02-01,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Celeste,Benton,1994-02-07,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Rachel,Mcmahon,1996-10-05,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Javion,Miles,1994-06-28,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Alfred,Holcomb,1993-08-24,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Brogan,Green,1996-07-26,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Kylan,Meyers,1994-06-27,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Mya,Wagner,1995-04-17,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Jabari,Nunez,1996-05-31,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Nova,Bender,1994-07-27,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Reuben,Johnson,1993-03-19,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Felipe,Hewitt,1994-10-10,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Graham,Riley,1993-08-26,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Pamela,Rodriquez,1995-04-05,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Dorian,Wade,1997-06-29,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
George,Adkins,1994-06-13,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Sonny,Poole,1993-05-29,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Zavier,Berg,1997-08-23,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Dayana,Glass,1993-01-08,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Asa,Cabrera,1996-04-04,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Joey,Anderson,1994-08-15,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Tessa,Le,1997-04-22,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Mae,Bender,1994-05-20,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Israel,Holman,1993-06-30,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Lathan,Murray,1998-10-05,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Edward,Marshall,1997-07-04,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Emely,Herrera,1992-12-16,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Mckenzie,Maxwell,1998-06-16,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Dana,Wong,1997-12-15,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Sariyah,Hahn,1994-03-20,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Janessa,Weber,1996-03-07,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Nahla,Perry,1994-01-26,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Westin,Burton,1992-03-07,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Lexi,Carr,1992-02-19,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Francisco,Melton,1992-05-27,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Galilea,Spears,1998-08-03,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Javion,Thompson,1996-05-22,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Lesly,Moore,1998-03-13,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Jonathan,Williams,1995-03-13,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Andre,Foley,1992-05-29,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Amelia,Cash,1996-02-05,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Jayla,Roberts,1997-02-09,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Steve,Leach,1992-11-24,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Aliza,Levine,1992-01-03,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Myles,Holden,1996-01-09,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Jayden,Odom,1994-09-23,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Celia,Valencia,1995-11-08,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Valerie,Odom,1993-05-02,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Ryder,Pugh,1995-07-03,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Bryleigh,Joseph,1997-02-16,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Ruth,Lyons,1994-10-14,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Jeremiah,Harvey,1996-07-12,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Dominik,Rosa,1993-07-14,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Brodie,Walton,1995-01-06,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Aidan,Stokes,1997-09-27,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Royce,Mosley,1994-08-14,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Dawson,Dickson,1996-05-08,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Gabriel,Oneal,1998-12-21,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Samantha,Sellers,1997-05-08,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Belen,Franklin,1994-12-01,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Adan,Stewart,1998-01-28,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Elliot,Olsen,1995-02-16,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Frankie,Leblanc,1996-02-20,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Kayden,Oliver,1996-01-09,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Jessica,Barton,1998-09-02,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Kendra,Hewitt,1996-12-09,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Holden,Reyes,1994-12-09,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Kenny,Beasley,1996-01-06,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Amari,Alford,1997-04-19,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Dustin,Contreras,1994-05-31,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Angeline,Gillespie,1993-11-18,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Donovan,Hart,1998-12-17,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
June,Knapp,1994-06-21,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Chelsea,Rogers,1996-04-01,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Ross,Hensley,1997-11-26,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Devon,Mejia,1994-03-10,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Adrianna,Barnes,1997-11-28,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Lana,Pena,1994-01-01,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Frank,Blackwell,1993-04-20,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Seth,Melton,1993-12-12,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Enrique,Mckenzie,1993-03-31,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Adam,Estrada,1993-12-25,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Rocco,Russo,1992-10-27,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Nora,Aguilar,1993-01-08,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Kody,Whitfield,1997-12-16,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Ryan,Ross,1993-08-11,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Gracie,Atkins,1992-10-09,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Bo,Pollard,1997-09-08,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Dalton,Franklin,1995-09-14,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Dallas,Pierce,1998-01-17,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Gideon,Walter,1997-09-18,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Jaidyn,Brewer,1992-11-18,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Braiden,Mcintyre,1996-08-07,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Deangelo,Phillips,1998-05-22,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Chana,Sutton,1993-12-04,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Sarah,Mcneil,1993-05-04,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Charleigh,Walker,1993-09-01,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Alena,Sandoval,1996-06-25,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Brayan,Wilder,1994-01-31,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Brenna,Cole,1994-07-28,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Keenan,Norris,1992-01-15,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Gustavo,Hanson,1992-10-08,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Clarissa,Soto,1994-01-27,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Lauryn,Hawkins,1992-05-03,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Ramiro,Buchanan,1993-03-05,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Fatima,Hewitt,1998-06-14,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Deegan,Chen,1993-03-10,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Brandon,Wise,1997-11-20,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Karlee,Lopez,1995-06-07,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Alice,Dixon,1995-11-13,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Kaiden,Mullins,1996-07-26,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Darien,Sweeney,1996-03-10,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Audrina,Baxter,1994-03-01,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Genesis,Hernandez,1998-11-23,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Monica,Miles,1992-10-27,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Randall,Knight,1992-01-14,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Ty,Holden,1996-10-14,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Drew,Kaufman,1996-11-11,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Braxton,Potts,1996-06-01,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Titus,Small,1995-06-07,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Leighton,Cline,1997-05-24,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Jadyn,Bentley,1995-04-12,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Reagan,Mcmillan,1998-06-14,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Lila,Holmes,1995-05-02,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Conor,Deleon,1992-10-26,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Erica,Moon,1995-06-25,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Eileen,Newman,1998-10-18,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Aryan,Owen,1997-11-21,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Cameron,Mcintyre,1995-10-08,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Brice,Mack,1997-11-07,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Trystan,Daugherty,1997-02-25,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Jeffery,Dean,1997-06-29,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Rogelio,Barnett,1992-09-21,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
August,Conley,1998-08-22,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Maliah,Austin,1995-07-01,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Josiah,Mays,1996-01-14,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Nicole,Griffin,1992-04-19,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Fernanda,Vance,1992-01-09,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Channing,Faulkner,1994-11-08,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Lizbeth,Mccray,1996-12-26,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Halle,Cobb,1994-08-17,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Princeton,Church,1996-09-23,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Ernesto,Sykes,1994-11-11,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Allison,Marshall,1994-12-07,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Julien,Cabrera,1997-01-28,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Kyra,Callahan,1993-04-06,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Ruben,Callahan,1998-11-08,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Kaia,Shaw,1993-07-19,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Alayna,Cardenas,1998-02-09,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Issac,Hall,1994-02-28,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Brynn,Humphrey,1992-08-19,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Zane,Cohen,1992-07-13,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Sidney,Willis,1993-11-25,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Danna,Holt,1997-09-05,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Desiree,Miranda,1992-11-16,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Agustin,Barber,1992-06-05,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Maxim,Holt,1996-03-27,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Rowen,Pugh,1995-05-09,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Hugh,Hunter,1993-07-19,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Ty,Drake,1998-10-07,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Kayson,Roy,1998-02-19,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Orion,Parrish,1998-02-03,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Ahmed,Merrill,1998-01-24,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Hope,Perez,1996-07-06,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Kaeden,Cotton,1994-02-07,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Skylar,Daugherty,1995-04-25,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Robert,Hill,1996-08-05,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Julianna,Farmer,1995-02-03,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Bianca,Gregory,1992-03-14,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Sasha,Prince,1996-12-31,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Maritza,Larson,1992-06-15,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Braylen,Hines,1994-09-18,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Arielle,Burgess,1995-07-13,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Braylin,Alston,1997-12-25,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Graysen,Wiley,1995-11-21,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Whitney,Hogan,1996-04-21,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Evie,Howe,1993-02-04,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Tripp,Levine,1995-12-16,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Sharon,Byrd,1992-07-12,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Charlotte,Dennis,1992-07-22,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Makhi,Fernandez,1996-01-03,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Malachi,Thompson,1992-05-30,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Corey,Nixon,1996-05-06,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Kristina,Sosa,1995-07-20,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Kairi,Edwards,1994-10-05,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Sterling,Brown,1996-04-27,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Rayan,Schmidt,1993-03-26,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Bryanna,Barnes,1996-04-25,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Tamia,Reilly,1996-11-19,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Alexandra,Patton,1995-04-20,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Laurel,Weeks,1992-10-14,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Brenna,Hyde,1998-08-28,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Nina,Everett,1994-12-10,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Melissa,Kelley,1998-03-13,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Mikayla,Brooks,1992-12-27,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Blaise,Underwood,1993-01-20,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Michaela,Johnston,1996-08-07,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Lacey,Terry,1998-06-21,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Brenna,Perry,1992-05-17,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Taliyah,Schneider,1992-03-20,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Maverick,Mercado,1997-08-25,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Kayden,Houston,1993-03-24,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Daniella,Washington,1996-10-29,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Adriel,Salinas,1996-02-21,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Odin,Kerr,1996-09-05,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Scarlett,Kidd,1992-10-21,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Brysen,Steele,1997-11-01,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Celeste,Shepard,1994-10-26,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Dillon,Olsen,1996-05-10,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Deanna,Harrison,1997-07-27,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Kimberly,Saunders,1998-05-18,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Delaney,Small,1996-05-17,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Ivan,Holt,1995-07-08,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Lauryn,Juarez,1995-09-08,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Keegan,Rogers,1993-12-11,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Caydence,Page,1992-08-19,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Cindy,Cash,1994-01-04,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Mckenna,Harrington,1993-04-12,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Taraji,Rhodes,1997-12-11,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Lindsay,Cochran,1996-04-25,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Cruz,Hinton,1998-04-18,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Alayah,Pennington,1993-11-13,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Lena,Mclean,1994-07-11,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Calvin,Solis,1997-12-11,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Sylvia,Black,1994-02-15,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Alvin,Dodson,1993-05-27,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Jaiden,Frederick,1997-02-13,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Miah,Allison,1996-02-17,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Leona,Lane,1996-03-28,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Mauricio,Cohen,1997-08-31,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
Anika,Dalton,1996-09-28,Ateneo de Manila University,,,,,,,,,,,,,,,,,,,,,,
